,name,Component,price,type,form_factor,speed,modules,price_per_gb,color,first_word_latency,cas_latency,capacity,cache,interface,mode,max_memory,channels,digital_audio,snr,sample_rate,chipset,Unnamed: 0,bd,dvd,cd,bd_write,dvd_write,cd_write,rpm,noise_level,size,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,tracking_method,connection_type,max_dpi,hand_orientation,capacity_w,capacity_va,efficiency,wattage,modular,airflow,pwm,channel_wattage,configuration,frequency_response,amount,socket,memory_slots,core_count,core_clock,boost_clock,tdp,graphics,smt,microphone,wireless,enclosure_type,style,switches,backlit,tenkeyless,protocol,psu,side_panel,external_volume,internal_35_bays,memory,length,resolutions,connection,focus_type,os,fov
26249,SteelSeries Rival 710,mouse,83.23,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26250,Cooler Master MM731,mouse,66.73,,,,,,White / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26251,ADATA XPG SLINGSHOT,mouse,24.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26252,Dell MS3220,mouse,22.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,3200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26253,Asus ROG Keris,mouse,39.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26254,ADATA XPG ALPHA,mouse,38.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26255,HP HyperX Pulsefire Haste,mouse,42.57,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26256,ADATA XPG ALPHA,mouse,29.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257,MSI Clutch GM60,mouse,87.12,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,10800.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26258,Asus TUF GAMING M3,mouse,35.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,7000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26259,Verbatim 70242,mouse,18.8,,,,,,Silver / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,1600.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26260,ROCCAT KONE Pure Ultra,mouse,56.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26261,Logitech LIFT,mouse,61.95,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26263,Lenovo Legion M500 RGB,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26264,YEYIAN Sabre 1001,mouse,15.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,3200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26265,Kensington 64325,mouse,69.41,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trackball,Wired,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26271,Endgame Gear XM1 RGB,mouse,67.2,,,,,,White / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26276,EVGA X12,mouse,29.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,Glorious MODEL D GLOSSY,mouse,49.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26279,Acer Predator Cestus 330,mouse,60.2,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26280,Xtrfy M42 RGB,mouse,89.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26281,Logitech POP Cosmos,mouse,37.0,,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26282,Logitech Signature M650,mouse,34.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283,NZXT Lift 2 Starfield,mouse,59.99,,,,,,White / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26284,Microsoft U7Z-00021,mouse,13.98,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26286,HP OMEN Reactor,mouse,49.93,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26289,Logitech MX ANYWHERE 3,mouse,73.98,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26290,Xtrfy M4 RGB,mouse,65.0,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26291,V7 MU300,mouse,13.84,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1600.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26292,Logitech M220 Silient,mouse,18.48,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26293,Adesso HC-3003US,mouse,8.87,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26297,Adesso IMOUSEG1,mouse,9.99,,,,,,Black / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,2400.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26304,Logitech Signature M650,mouse,34.99,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26306,Asus ROG Keris,mouse,80.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26308,Logitech 910-006581,mouse,99.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wired, Wireless, Bluetooth Wireless",8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26310,Razer TRON,mouse,195.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,5600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26311,Logitech M705,mouse,53.53,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26312,Thermaltake MOTLNWDOTBK01,mouse,17.59,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,3200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26313,Kensington SureTrack,mouse,11.99,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26315,Logitech Optical USB Mouse,mouse,10.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,800.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26316,HP OMEN Photon,mouse,64.98,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,8200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26318,HP HyperX Pulsefire Dart,mouse,149.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26323,Verbatim 97256,mouse,7.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26328,Logitech M185,mouse,13.48,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26334,SteelSeries Rival 300 CS:GO Hyper Beast Edition,mouse,171.17,,,,,,Orange / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6500.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26335,Endgame Gear XM1r,mouse,53.71,,,,,,White / Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26339,Logitech LIFT,mouse,62.84,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26342,HP 240,mouse,20.22,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Bluetooth Wireless,1600.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26344,Logitech Signature M650 L,mouse,35.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26345,Razer Pro Click Mini,mouse,77.81,,,,,,White / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26347,Logitech T631,mouse,209.95,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Bluetooth Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26348,Dell WM126,mouse,12.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26349,Logitech Lift for Business,mouse,69.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350,Razer Orochi V2 Strike,mouse,74.98,,,,,,Black / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26351,Kensington Pro Fit Ergo,mouse,37.28,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1600.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26352,Logitech Lift for Business,mouse,66.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26353,Logitech M310,mouse,19.99,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26354,Razer Diamondback,mouse,59.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,16000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26355,Logitech M330 SILENT PLUS,mouse,19.98,,,,,,Gray / Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26356,Cooler Master MM830,mouse,116.85,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,24000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26357,Verbatim 99790,mouse,11.64,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26358,HP OMEN 600,mouse,106.0,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26359,Microsoft Intellimouse Pro - White Shadow,mouse,143.85,,,,,,White / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26360,HP Pulsefire Dart,mouse,149.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26361,Cooler Master MM711 Wilderness Limited Edition,mouse,28.95,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26362,MSI CLUTCH,mouse,29.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26365,Lenovo 4Y51J62544,mouse,37.33,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26366,Logitech PEBBLE 2 M350S,mouse,29.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26367,Logitech M170,mouse,12.49,,,,,,Red / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26371,Logitech M310,mouse,19.99,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26372,Microsoft GMF-00031,mouse,69.98,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26374,Rude Gamewear Fierce,mouse,23.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,5000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26376,Logitech Anywhere Mouse MX,mouse,199.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26378,Logitech T400,mouse,184.76,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26383,Logitech M320,mouse,54.88,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26384,Logitech G302 Daedalus Prime Moba,mouse,94.88,,,,,,Black / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26385,Kensington Pro Fit Wired Mid-Size Mouse USB,mouse,23.19,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26386,Kensington K74531WW,mouse,9.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26398,Asus ROG Strix Impact II GUNDAM Edition,mouse,92.0,,,,,,Blue / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wired",6200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26399,Kensington SlimBlade Pro,mouse,123.75,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wired, Wireless, Bluetooth Wireless",,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26400,YEYIAN Sabre 1000,mouse,15.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,3200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26401,Logitech POP Blast,mouse,25.48,,,,,,Yellow / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26402,Cooler Master MM711 Blue Steel,mouse,35.49,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26407,Logitech M325,mouse,19.86,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26408,Logitech M535,mouse,24.8,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Bluetooth Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26409,Logitech M191 Full-Size,mouse,14.99,,,,,,Black / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26410,Logitech PEBBLE M350,mouse,18.0,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26411,Logitech Signature M650 L,mouse,33.98,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26412,Logitech M325S,mouse,14.99,,,,,,Red / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26413,Targus AMU81USZ,mouse,14.46,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26415,Evoluent VM4SW small,mouse,105.28,,,,,,Brown / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,2600.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26416,Logitech M545,mouse,79.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26417,Perixx PERIMICE-517,mouse,30.15,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trackball,Wired,1000.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26420,Logitech POP Heartbreaker,mouse,29.99,,,,,,Pink / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,Dell MS3320W,mouse,22.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26424,Logitech M317 Cotton Candy,mouse,19.48,,,,,,Pink / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26425,Logitech M220 Silient,mouse,18.48,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26426,Logitech PEBBLE 2 M350S,mouse,22.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26427,Logitech MX Anywhere 3S,mouse,77.5,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26429,Logitech M190,mouse,14.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26430,Microsoft Arc,mouse,79.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26431,Mionix NAOS QG,mouse,58.95,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26432,Corsair M75 AIR Launch Edition,mouse,149.99,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26438,Kensington K72352US,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trackball,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26439,Logitech Wireless Mouse M525,mouse,63.88,,,,,,Black / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26442,Logitech Rechargeable Trackpad for Mac,mouse,127.39,,,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touchpad,Bluetooth Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26445,Logitech M325,mouse,14.99,,,,,,Multicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26448,EVGA TORQ X10 Carbon,mouse,82.71,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,8200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26449,Logitech M325,mouse,59.99,,,,,,Blue / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26452,Logitech MX Anywhere 2,mouse,124.99,,,,,,Black / Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,1600.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26460,Logitech M185R,mouse,14.99,,,,,,Red / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26461,Adesso iMouse G2,mouse,15.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,2400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26462,Fellowes Penguin Medium,mouse,69.0,,,,,,Black / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,1200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26464,Cooler Master MM710 Glossy White,mouse,39.74,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26467,Cooler Master MM720 Matte,mouse,164.52,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
