,name,Component,price,type,form_factor,speed,modules,price_per_gb,color,first_word_latency,cas_latency,capacity,cache,interface,mode,max_memory,channels,digital_audio,snr,sample_rate,chipset,Unnamed: 0,bd,dvd,cd,bd_write,dvd_write,cd_write,rpm,noise_level,size,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,tracking_method,connection_type,max_dpi,hand_orientation,capacity_w,capacity_va,efficiency,wattage,modular,airflow,pwm,channel_wattage,configuration,frequency_response,amount,socket,memory_slots,core_count,core_clock,boost_clock,tdp,graphics,smt,microphone,wireless,enclosure_type,style,switches,backlit,tenkeyless,protocol,psu,side_panel,external_volume,internal_35_bays,memory,length,resolutions,connection,focus_type,os,fov
26096,UtechSmart Venus,mouse,27.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,16400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26097,Logitech MX Anywhere 3S,mouse,63.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26098,EVGA X17,mouse,17.99,,,,,,Gray / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26099,Corsair DARK CORE RGB,mouse,150.44,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26100,Cooler Master MM711 Glossy White,mouse,24.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26102,Logitech G203 Lightsync,mouse,27.9,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26103,Cooler Master MM311,mouse,34.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",10000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26104,Razer DeathAdder V2 Mini,mouse,54.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,8500.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26105,MSI Clutch GM20 Elite,mouse,24.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26106,Anker AK-98ANWVM-BA,mouse,22.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26107,Logitech T630,mouse,219.95,,,,,,Black / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touchpad,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26108,Endgame Gear XM1r,mouse,53.71,,,,,,Black / Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26109,HP HyperX Pulsefire Raid,mouse,35.01,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26111,ROCCAT Kone XP Air,mouse,129.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26112,Logitech MX Ergo Plus,mouse,85.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,440.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26113,Corsair M75 AIR,mouse,92.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26114,Cooler Master MM720 Glossy,mouse,22.15,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26115,Logitech M170,mouse,12.49,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26116,A4Tech Bloody AL90,mouse,59.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26117,SteelSeries Aerox 3 (2022),mouse,35.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,8500.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26119,NZXT Lift 2 Symm,mouse,49.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26120,ROCCAT Kain 120 Aimo RGB,mouse,69.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26122,Logitech G703 (Black),mouse,67.5,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26123,Glorious Model O 2,mouse,64.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26124,Logitech LIFT,mouse,65.9,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26125,Cooler Master MM710 Glossy Black,mouse,22.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26126,HP HyperX Pulsefire Haste 2,mouse,44.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,3200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26127,Logitech M170,mouse,9.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26128,Verbatim 98616 Go Mini Travel Commuter,mouse,8.99,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26129,Logitech G Pro League of Legends,mouse,108.89,,,,,,Black / Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",25600.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26130,Logitech MX MASTER 2S (White),mouse,169.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26131,SteelSeries Sensei 310,mouse,129.66,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26132,Glorious MODEL D GLOSSY,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26133,SteelSeries Prime+,mouse,79.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26135,Logitech G305 LIGHTSPEED,mouse,59.99,,,,,,White / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26136,Corsair SCIMITAR PRO RGB,mouse,58.87,,,,,,Black / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26137,ROCCAT KONE Pro,mouse,32.95,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26139,Razer Lancehead Tournament Edition,mouse,94.95,,,,,,Black / Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26140,Verbatim 99768 Commuter,mouse,9.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26141,Redragon Perdition,mouse,35.99,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,16400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26142,V7 Full size USB Optical Mouse,mouse,13.96,,,,,,Silver / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26143,Logitech M170,mouse,12.99,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26147,Asus ROG Strix Carry,mouse,79.67,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",7200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26148,Keychron M3 Mini,mouse,57.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26149,Corsair SABRE PRO CHAMPION SERIES,mouse,54.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26150,Cooler Master MM720 Matte,mouse,24.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26151,Razer Naga Left-Handed Edition,mouse,99.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,20000.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26154,Logitech Graphite Signature M550 L,mouse,35.48,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Bluetooth Wireless,4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26157,ROCCAT KONE Pure Ultra,mouse,39.89,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26159,Kensington SureTrack,mouse,21.67,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26160,Logitech MX Ergo,mouse,78.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,440.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26161,Gigabyte AORUS M5,mouse,39.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26162,ROCCAT Burst Pro,mouse,37.97,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26164,EVGA X20,mouse,34.99,,,,,,Gray / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26165,Razer DeathAdder V2 - Halo Infinite,mouse,79.4,,,,,,Green / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,20000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26166,Logitech Signature M650,mouse,35.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26167,MSI CLUTCH,mouse,29.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26168,Logitech MX ANYWHERE 2S,mouse,99.9,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26169,Logitech ERGO M575,mouse,39.01,,,,,,Gray / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",2000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26170,EVGA X15 MMO Gaming,mouse,101.1,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26171,Logitech M500S,mouse,27.99,,,,,,Black / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26172,NZXT Lift 2 Symm,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,26000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26173,Razer Atheris,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,7200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26174,Razer Pro Click,mouse,99.1,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26175,SteelSeries Prime Wireless,mouse,74.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26176,A4Tech Bloody V7,mouse,30.99,,,,,,Black / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,3200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26177,ROCCAT Kain 100 Aimo RGB,mouse,79.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,8500.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26180,Logitech Signature M650 L,mouse,34.49,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26181,Cooler Master MM712,mouse,60.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26182,Mad Catz R.A.T. 8+,mouse,92.6,,,,,,White / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26183,Targus AMU80US,mouse,11.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26184,Razer Mamba Wireless 2018,mouse,95.0,,,,,,Black / Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26188,Asus ROG Strix Evolve,mouse,69.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,7200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26191,Logitech G Pro Shroud,mouse,119.99,,,,,,Black / Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",25600.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26192,Endgame Gear XM2we,mouse,89.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26193,Glorious MODEL O GLOSSY,mouse,56.16,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26194,Gigabyte AORUS M4,mouse,43.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6400.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26195,Logitech M185,mouse,13.38,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26197,SteelSeries Rival 5 Destiny Edition,mouse,99.0,,,,,,White / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26201,Genius DX 110,mouse,12.47,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26202,HP 200,mouse,16.98,,,,,,Black / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26203,SteelSeries Prime Mini,mouse,35.13,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26204,Asus ROG GLADIUS II CORE,mouse,49.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26205,Logitech MX Anywhere 3S,mouse,79.38,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26206,Corsair M75,mouse,79.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,26000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26207,Thermaltake Level 20 RGB,mouse,69.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26208,Glorious Model I,mouse,82.82,,,,,,White / Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,19000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26209,MSI CLUTCH GM31,mouse,72.95,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26210,Logitech M240 Silent,mouse,19.98,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Bluetooth Wireless,4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26211,EVGA X17,mouse,27.99,,,,,,Black / Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26212,Dell MS116,mouse,18.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26214,Logitech MX Master 3,mouse,145.9,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,4000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26215,Mad Catz R.A.T. Air,mouse,202.89,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",12000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26216,Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,mouse,24.99,,,,,,Black / Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,7000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26217,Xtrfy M4 RGB,mouse,114.23,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26218,Verbatim 99767 Commuter,mouse,9.59,,,,,,Red / Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26219,AOC AGM700,mouse,19.98,,,,,,Black / Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26222,MSI CLUTCH,mouse,58.8,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,6400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26224,Lenovo 06P4069,mouse,16.95,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,400.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26225,Razer Taipan,mouse,166.47,,,,,,Black / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wired,8200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26226,Razer Basilisk,mouse,94.38,,,,,,Black / Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26227,Razer Basilisk Essential,mouse,71.0,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,6400.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26228,Razer Lancehead Tournament Edition,mouse,186.08,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26229,ROCCAT Kain 200 Aimo RGB,mouse,105.98,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26230,HP 265A9AA,mouse,9.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1200.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26231,Logitech M240 Silent,mouse,19.98,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Bluetooth Wireless,4000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26232,YEYIAN Links 3000,mouse,22.99,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,7200.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26233,Logitech M510,mouse,33.99,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,1000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26234,Logitech MX Anywhere 3S,mouse,79.98,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26235,Verbatim Wireless Multi-Trac Blue LED Optical Mouse,mouse,10.99,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wireless,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26236,SteelSeries Prime Mini,mouse,52.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,"Wired, Wireless",18000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26237,A4Tech D-312,mouse,12.99,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,1000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26239,Microsoft Mobile Mouse 6000,mouse,299.99,,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser,Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26240,Kensington Orbit,mouse,36.18,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trackball,Wired,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26243,Asus ROG Strix Impact,mouse,85.91,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,5000.0,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26248,Xtrfy M4 RGB,mouse,58.81,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optical,Wired,16000.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
